User,Timestamp,Compound_Score,Pos_Score,Neu_Score,Neg_Score,Tweets_Ago,Tweet_Text
CNN,Wed Oct 17 17:50:00 +0000 2018,-0.4939,0.0,0.856,0.144,77,"Caroll Spinney, the puppeteer who has portrayed Big Bird and Oscar the Grouch on ""Sesame Street"" since the program'… https://t.co/9TLeBXOMMX"
CNN,Wed Oct 17 17:40:07 +0000 2018,0.0,0.0,1.0,0.0,78,The ongoing outbreak of Ebola in the Democratic Republic of Congo does not meet the criteria of a public health eme… https://t.co/3ntXc7gIyX
CNN,Wed Oct 17 17:35:56 +0000 2018,0.1027,0.096,0.826,0.078,79,Watch out Bruno Mars — this robot can seriously dance. Boston Dynamics has released footage of its robotic dog Spot… https://t.co/YATc2xsoWe
CNN,Wed Oct 17 17:26:57 +0000 2018,0.6369,0.189,0.811,0.0,80,"Love the environment and sports cars? Engineers have taken a Corvette and made it into a 220 mph, manual transmissi… https://t.co/ukWmLVcq9t"
CNN,Wed Oct 17 17:20:04 +0000 2018,0.0,0.0,1.0,0.0,81,"Former President Obama is urging young voters to get to the polls next month in a new video that ""tackles seven com… https://t.co/gmHvWz4z0Q"
CNN,Wed Oct 17 17:15:14 +0000 2018,0.0258,0.094,0.816,0.09,82,"RT @CNNnewsroom: ""There's no question that the Saudis were responsible for his death,"" says Sen. Ben Cardin adding that ""the President need…"
CNN,Wed Oct 17 17:10:07 +0000 2018,0.128,0.073,0.927,0.0,83,Cannabis stocks have been on a wild ride lately. But now that marijuana is legal for recreational purposes in Canad… https://t.co/P3d2h91OOK
CNN,Wed Oct 17 17:02:10 +0000 2018,-0.2732,0.0,0.905,0.095,84,The US Secret Service says it is reviewing an incident in which an agent blocked a CBS News reporter from questioni… https://t.co/jMDryRByVG
CNN,Wed Oct 17 16:55:19 +0000 2018,0.4939,0.158,0.842,0.0,85,"Elizabeth Warren wants Toys 'R' Us owners to take care of its 30,000 laid off workers https://t.co/xmdFIFnypD https://t.co/FT4NAj09PY"
CNN,Wed Oct 17 16:42:07 +0000 2018,-0.4019,0.0,0.87,0.13,86,"Tensions with Saudi Arabia, rising oil prices, market volatility and more: Tune in to @CNNBusiness' ""Markets Now"" a… https://t.co/czFjKa8nqo"
CNN,Wed Oct 17 16:37:05 +0000 2018,-0.2023,0.133,0.742,0.125,87,The number of people infected with the Zika virus in India has increased to 80 confirmed cases in the western state… https://t.co/iuQsdmOz7Q
CNN,Wed Oct 17 16:27:06 +0000 2018,0.0,0.0,1.0,0.0,88,Here's what Canada's legalization of marijuana means for travelers https://t.co/sIEp9u3RPC https://t.co/IefJWhiX3v
CNN,Wed Oct 17 16:17:31 +0000 2018,-0.6597,0.0,0.784,0.216,89,"President Trump says he has asked for the audio of Jamal Khashoggi’s killing — ""if it exists""… https://t.co/cbLXxtZrZY"
CNN,Wed Oct 17 16:16:59 +0000 2018,-0.34,0.045,0.862,0.093,90,"RT @CNNPolitics: Trump: “I want to find out what happened, where is the fault, and we will probably know that by the end of the week. Mike…"
CNN,Wed Oct 17 16:16:39 +0000 2018,-0.1027,0.103,0.776,0.121,91,"RT @CNNPolitics: President Donald Trump denies he's ""giving cover"" to Saudis during the investigation into the disappearance of Jamal Khash…"
CNN,Wed Oct 17 16:12:05 +0000 2018,0.4215,0.128,0.872,0.0,92,First-time mothers in the United States grew older on average over the past decade while total fertility rates decl… https://t.co/CF4xRvylaE
CNN,Wed Oct 17 16:05:49 +0000 2018,0.128,0.158,0.842,0.0,93,Recreational marijuana is now legal in Canada https://t.co/bchuqOI5iQ https://t.co/SjipvW205A
CNN,Wed Oct 17 15:50:07 +0000 2018,-0.7506,0.0,0.701,0.299,94,"A North Carolina state trooper was fatally shot early Wednesday during a traffic stop in Columbus County, authoriti… https://t.co/9SLgAs54fD"
CNN,Wed Oct 17 15:40:05 +0000 2018,-0.4939,0.0,0.856,0.144,95,"Caroll Spinney, the puppeteer who has portrayed Big Bird and Oscar the Grouch on ""Sesame Street"" since the program'… https://t.co/rDJYecoaBu"
CNN,Wed Oct 17 15:30:07 +0000 2018,-0.0191,0.0,0.933,0.067,96,"EPA children's health director on why she was ousted: ""Maybe saving children doesn't matter anymore.""… https://t.co/wO9fdu6gys"
CNN,Wed Oct 17 15:23:37 +0000 2018,0.34,0.138,0.862,0.0,97,This hospital is giving children kid-sized electric cars so they can drive themselves to operations… https://t.co/0zPFiMZ1mT
CNN,Wed Oct 17 15:20:08 +0000 2018,0.0,0.0,1.0,0.0,98,US Secretary of State Mike Pompeo says he has “nothing to say” about Turkish claims that they have audio of Jamal K… https://t.co/lrjK0TXord
CNN,Wed Oct 17 15:16:12 +0000 2018,0.0,0.0,1.0,0.0,99,"For the first time, a woman is leading the largest command in the US Army https://t.co/BcZNGZWobW https://t.co/marZuLdMZu"
CNN,Wed Oct 17 15:00:10 +0000 2018,0.3182,0.191,0.809,0.0,100,Self-lubricating condoms may be the answer in helping prevent sexually transmitted infections and unplanned pregnan… https://t.co/FqLnsoqYwl
FoxNews,Thu Oct 18 00:21:00 +0000 2018,0.4019,0.213,0.787,0.0,1,Deputy AG Rosenstein: Special counsel probe is 'appropriate and independent' https://t.co/LF0edRJIkc
FoxNews,Thu Oct 18 00:14:33 +0000 2018,0.0,0.0,1.0,0.0,2,.@MickMulvaneyOMB: “Keep in mind that the President’s budget that we introduced last year was the largest mandatory… https://t.co/MKM4pzkqH5
FoxNews,Thu Oct 18 00:10:00 +0000 2018,-0.25,0.0,0.846,0.154,3,Arizona rescuers try saving man stuck in mine shaft for days. https://t.co/CIJRXEDAj1
FoxNews,Thu Oct 18 00:09:13 +0000 2018,0.0,0.0,1.0,0.0,4,".@MickMulvaneyOMB: “Because of the economic policies that [@POTUS] has put into place, money is coming in at a reco… https://t.co/ayijC9yfGU"
FoxNews,Thu Oct 18 00:02:18 +0000 2018,0.0,0.0,1.0,0.0,5,".@MickMulvaneyOMB: “Appropriations bills…take 60 votes in the Senate, and since Republicans don’t have 60 votes in… https://t.co/HCtNbzYxz4"
FoxNews,Thu Oct 18 00:00:27 +0000 2018,0.0,0.0,1.0,0.0,6,".@MickMulvaneyOMB: “The last two times that we’ve talked about budgets in the cabinet meeting, [@POTUS] turned to m… https://t.co/ZzxSM8CfT9"
FoxNews,Wed Oct 17 23:49:27 +0000 2018,0.5719,0.179,0.821,0.0,7,".@JonathanTurley “They celebrated her independence of thought and action, until that took her in a direction that t… https://t.co/2omafREbau"
FoxNews,Wed Oct 17 23:46:48 +0000 2018,0.34,0.13,0.87,0.0,8,.@JonathanTurley on the push to rescind @SenatorCollins’ honorary degree: “What’s most disconcerting is that you ha… https://t.co/Cyc2njfoja
FoxNews,Wed Oct 17 23:40:00 +0000 2018,-0.1027,0.096,0.792,0.113,9,".@JMfreespeech: “I think this is a huge problem for Donald Trump at this point, and for America, and for the Saudis… https://t.co/vRI0n2itMV"
FoxNews,Wed Oct 17 23:37:04 +0000 2018,-0.3818,0.0,0.88,0.12,10,.@JMfreespeech: “@POTUS is desperately trying to buy some time until he can figure out whether or not there’s a way… https://t.co/5klCObsWAc
FoxNews,Wed Oct 17 23:23:25 +0000 2018,-0.128,0.0,0.93,0.07,11,"Bill Bennett: “What’s ironic here is that one of the most liberal states in the country, Massachusetts, is now the… https://t.co/nF3Gkms5K3"
FoxNews,Wed Oct 17 23:14:46 +0000 2018,-0.128,0.0,0.93,0.07,12,"Brad Todd: “In the Kavanaugh confirmation, Republicans saw that it took someone as tough as Donald Trump to stand b… https://t.co/UOojvbOXxR"
FoxNews,Wed Oct 17 23:01:38 +0000 2018,-0.1027,0.125,0.729,0.146,13,"Terminally ill California boy, 7, is sworn in as honorary cop, following in dad’s footsteps https://t.co/UFptDJYjCl"
FoxNews,Wed Oct 17 22:50:08 +0000 2018,0.0,0.0,1.0,0.0,14,".@marcthiessen on U.S.-Saudi relations: ""We need Saudi Arabia, not so much for oil because of the fracking revoluti… https://t.co/PS86AW1YGb"
FoxNews,Wed Oct 17 22:41:39 +0000 2018,0.7096,0.258,0.742,0.0,15,"Texas woman holds wedding giveaway after calling off engagement, wants to 'see some good come out of this' https://t.co/LnfXk8Gtzs"
FoxNews,Wed Oct 17 22:37:53 +0000 2018,-0.7783,0.0,0.673,0.327,16,".@TuckerCarlson: In their efforts to fight Trump, Democrats have become what they said they hated https://t.co/29gJ6hLg6o"
FoxNews,Wed Oct 17 22:28:58 +0000 2018,-0.4767,0.0,0.838,0.162,17,.@newtgingrich: Republicans’ new rallying cry is ‘Remember Kavanaugh’ and it may lead them to midterm victory https://t.co/qiLGWBO9Wv
FoxNews,Wed Oct 17 22:23:15 +0000 2018,0.0,0.0,1.0,0.0,18,".@MikeEmanuelFox: ""@POTUS' message to his @Cabinet today was it is time to get a handle on spending.""… https://t.co/O2bazcnxSa"
FoxNews,Wed Oct 17 22:15:25 +0000 2018,0.0,0.0,1.0,0.0,19,Weinstein case's lead detective told witness to delete 'data of personal nature': report https://t.co/kq3CXJSSJJ
FoxNews,Wed Oct 17 22:07:17 +0000 2018,-0.2732,0.0,0.826,0.174,20,"North Carolina bartender’s face cut after customers throw cups, food https://t.co/h8dL86Wwn8"
FoxNews,Thu Oct 18 00:21:00 +0000 2018,0.4019,0.213,0.787,0.0,21,Deputy AG Rosenstein: Special counsel probe is 'appropriate and independent' https://t.co/LF0edRJIkc
FoxNews,Thu Oct 18 00:14:33 +0000 2018,0.0,0.0,1.0,0.0,22,.@MickMulvaneyOMB: “Keep in mind that the President’s budget that we introduced last year was the largest mandatory… https://t.co/MKM4pzkqH5
FoxNews,Thu Oct 18 00:10:00 +0000 2018,-0.25,0.0,0.846,0.154,23,Arizona rescuers try saving man stuck in mine shaft for days. https://t.co/CIJRXEDAj1
FoxNews,Thu Oct 18 00:09:13 +0000 2018,0.0,0.0,1.0,0.0,24,".@MickMulvaneyOMB: “Because of the economic policies that [@POTUS] has put into place, money is coming in at a reco… https://t.co/ayijC9yfGU"
FoxNews,Thu Oct 18 00:02:18 +0000 2018,0.0,0.0,1.0,0.0,25,".@MickMulvaneyOMB: “Appropriations bills…take 60 votes in the Senate, and since Republicans don’t have 60 votes in… https://t.co/HCtNbzYxz4"
FoxNews,Thu Oct 18 00:00:27 +0000 2018,0.0,0.0,1.0,0.0,26,".@MickMulvaneyOMB: “The last two times that we’ve talked about budgets in the cabinet meeting, [@POTUS] turned to m… https://t.co/ZzxSM8CfT9"
FoxNews,Wed Oct 17 23:49:27 +0000 2018,0.5719,0.179,0.821,0.0,27,".@JonathanTurley “They celebrated her independence of thought and action, until that took her in a direction that t… https://t.co/2omafREbau"
FoxNews,Wed Oct 17 23:46:48 +0000 2018,0.34,0.13,0.87,0.0,28,.@JonathanTurley on the push to rescind @SenatorCollins’ honorary degree: “What’s most disconcerting is that you ha… https://t.co/Cyc2njfoja
FoxNews,Wed Oct 17 23:40:00 +0000 2018,-0.1027,0.096,0.792,0.113,29,".@JMfreespeech: “I think this is a huge problem for Donald Trump at this point, and for America, and for the Saudis… https://t.co/vRI0n2itMV"
FoxNews,Wed Oct 17 23:37:04 +0000 2018,-0.3818,0.0,0.88,0.12,30,.@JMfreespeech: “@POTUS is desperately trying to buy some time until he can figure out whether or not there’s a way… https://t.co/5klCObsWAc
FoxNews,Wed Oct 17 23:23:25 +0000 2018,-0.128,0.0,0.93,0.07,31,"Bill Bennett: “What’s ironic here is that one of the most liberal states in the country, Massachusetts, is now the… https://t.co/nF3Gkms5K3"
FoxNews,Wed Oct 17 23:14:46 +0000 2018,-0.128,0.0,0.93,0.07,32,"Brad Todd: “In the Kavanaugh confirmation, Republicans saw that it took someone as tough as Donald Trump to stand b… https://t.co/UOojvbOXxR"
FoxNews,Wed Oct 17 23:01:38 +0000 2018,-0.1027,0.125,0.729,0.146,33,"Terminally ill California boy, 7, is sworn in as honorary cop, following in dad’s footsteps https://t.co/UFptDJYjCl"
FoxNews,Wed Oct 17 22:50:08 +0000 2018,0.0,0.0,1.0,0.0,34,".@marcthiessen on U.S.-Saudi relations: ""We need Saudi Arabia, not so much for oil because of the fracking revoluti… https://t.co/PS86AW1YGb"
FoxNews,Wed Oct 17 22:41:39 +0000 2018,0.7096,0.258,0.742,0.0,35,"Texas woman holds wedding giveaway after calling off engagement, wants to 'see some good come out of this' https://t.co/LnfXk8Gtzs"
FoxNews,Wed Oct 17 22:37:53 +0000 2018,-0.7783,0.0,0.673,0.327,36,".@TuckerCarlson: In their efforts to fight Trump, Democrats have become what they said they hated https://t.co/29gJ6hLg6o"
FoxNews,Wed Oct 17 22:28:58 +0000 2018,-0.4767,0.0,0.838,0.162,37,.@newtgingrich: Republicans’ new rallying cry is ‘Remember Kavanaugh’ and it may lead them to midterm victory https://t.co/qiLGWBO9Wv
FoxNews,Wed Oct 17 22:23:15 +0000 2018,0.0,0.0,1.0,0.0,38,".@MikeEmanuelFox: ""@POTUS' message to his @Cabinet today was it is time to get a handle on spending.""… https://t.co/O2bazcnxSa"
FoxNews,Wed Oct 17 22:15:25 +0000 2018,0.0,0.0,1.0,0.0,39,Weinstein case's lead detective told witness to delete 'data of personal nature': report https://t.co/kq3CXJSSJJ
FoxNews,Wed Oct 17 22:07:17 +0000 2018,-0.2732,0.0,0.826,0.174,40,"North Carolina bartender’s face cut after customers throw cups, food https://t.co/h8dL86Wwn8"
FoxNews,Wed Oct 17 21:58:06 +0000 2018,-0.6808,0.0,0.752,0.248,41,"UPDATE: Missing Wisconsin teen, 13, is in danger, not a runaway, cops say, as search intensifies after parents kill… https://t.co/6urD4gItHc"
FoxNews,Wed Oct 17 21:48:14 +0000 2018,0.7184,0.368,0.632,0.0,42,".@JesseBWatters: ""A secure border protects families from being separated. It protects against cartels, trafficking,… https://t.co/0qH7pRQsnG"
FoxNews,Wed Oct 17 21:43:06 +0000 2018,-0.4019,0.0,0.769,0.231,43,"Nine injured, including seven firefighters, in Baltimore gas explosion. https://t.co/8EB56GyHK8"
FoxNews,Wed Oct 17 21:34:19 +0000 2018,-0.7003,0.0,0.633,0.367,44,Houston Astros accused of cheating after man spotted filming opposing dugout. https://t.co/cLLPkPg3ML
FoxNews,Wed Oct 17 21:22:42 +0000 2018,0.0,0.0,1.0,0.0,45,"Midterm election voters can decide abortion, marijuana, immigration issues: 10 ballot measures to watch https://t.co/X14EGGmYAQ"
FoxNews,Wed Oct 17 21:08:00 +0000 2018,0.0,0.0,1.0,0.0,46,.@SenFeinstein wants Kavanaugh sexual misconduct investigation reopened if Dems take the Senate. https://t.co/0NORLe951X
FoxNews,Wed Oct 17 21:07:47 +0000 2018,0.5106,0.216,0.784,0.0,47,"California sea lions contract potentially deadly infection via urine, rescue center says https://t.co/H8TrdUn4Np"
FoxNews,Wed Oct 17 21:01:44 +0000 2018,-0.5719,0.0,0.821,0.179,48,New look at the scope of Hurricane Michael’s destruction one week after the storm. @RickLeventhal reports. #Cavuto https://t.co/ds2UwP35kE
FoxNews,Wed Oct 17 20:56:33 +0000 2018,0.0258,0.201,0.602,0.197,49,"Treasury employee charged with leaking financial info on Trump team was arrested with flash drive in hand, prosecut… https://t.co/dCRCwYB2tr"
FoxNews,Wed Oct 17 20:55:13 +0000 2018,0.5423,0.241,0.651,0.107,50,"Kirk Lippold on Medal of Honor ceremonies: “While we may have disagreements on what we do politically, these ceremo… https://t.co/VQ5SC2H0So"
FoxNews,Wed Oct 17 20:48:35 +0000 2018,0.0,0.0,1.0,0.0,51,TUNE IN: @LaraLeaTrump joins @ShannonBream tonight on @foxnewsnight at 11p ET on Fox News Channel. https://t.co/JKrBxFUFtN
FoxNews,Wed Oct 17 20:46:17 +0000 2018,0.743,0.326,0.674,0.0,52,.@POTUS presents Marine Veteran Sgt Major John Canley with the Medal of Honor https://t.co/LWaInXhl7q https://t.co/RZsnIMI0FH
FoxNews,Wed Oct 17 20:41:04 +0000 2018,0.0,0.0,1.0,0.0,53,.@POTUS: “John’s fellow Marines have described him as a Marine warrior…who is bigger than life and beyond the reach… https://t.co/Ov5jAZvgdV
FoxNews,Wed Oct 17 20:36:20 +0000 2018,-0.7184,0.0,0.696,0.304,54,.@POTUS: “Despite sustaining serious injuries…[John] continued to face down the enemy with no thought for his own s… https://t.co/poqb7CAtiH
FoxNews,Wed Oct 17 20:30:42 +0000 2018,0.0,0.0,1.0,0.0,55,.@POTUS: “One of [Sgt Major Canley]’s fellow warriors who joins us today…said ‘[we] followed him because he was a t… https://t.co/8HVSCAeAyd
FoxNews,Wed Oct 17 20:28:10 +0000 2018,-0.25,0.0,0.905,0.095,56,".@POTUS: “John’s friend…was struck by a rocket explosion, and was about to be run over by a tank, when John charged… https://t.co/S2iCR44RFf"
FoxNews,Wed Oct 17 20:18:47 +0000 2018,0.1531,0.134,0.714,0.151,57,".@POTUS: “Fifty years ago an American Marine fought with unmatched bravery in one of the longest, and bloodiest bat… https://t.co/utxOS1k9T7"
FoxNews,Wed Oct 17 20:09:43 +0000 2018,0.743,0.259,0.741,0.0,58,President @realDonaldTrump presents the Medal of Honor to Sergeant Major John L. Canley for his actions in the Viet… https://t.co/JFOQRp5EpB
FoxNews,Wed Oct 17 20:06:55 +0000 2018,0.743,0.558,0.442,0.0,59,AWAITING: Medal of Honor Ceremony https://t.co/LWaInXhl7q https://t.co/WWImjky0xK
FoxNews,Wed Oct 17 20:02:12 +0000 2018,0.0,0.0,1.0,0.0,60,.@ShepNewsTeam is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/Sb2cju6RMf https://t.co/9irRN1lS3n
FoxNews,Wed Oct 17 20:00:37 +0000 2018,-0.6808,0.0,0.741,0.259,61,"Missing Wisconsin teen, 13, is in danger, not a runaway, cops say, as search intensifies after parents killed… https://t.co/fdmThPpeAQ"
FoxNews,Wed Oct 17 19:56:26 +0000 2018,0.4215,0.135,0.865,0.0,62,".@tamarakeithNPR: ""It is a fact of life that midterms are about the president of the United States, especially the… https://t.co/ITkyI9aSOl"
FoxNews,Wed Oct 17 19:51:30 +0000 2018,-0.5106,0.0,0.784,0.216,63,Ellison claimed ex-wife abused him during their marriage in unsealed divorce records https://t.co/Z2mVPTcDJK
FoxNews,Wed Oct 17 19:46:56 +0000 2018,0.2716,0.207,0.793,0.0,64,".@POTUS: Saudi Arabia ""a very important ally"" https://t.co/lUicv3Bovm https://t.co/fLoWiEarBB"
FoxNews,Wed Oct 17 19:34:06 +0000 2018,-0.6705,0.0,0.727,0.273,65,Turkish officials: Evidence that Saudis killed columnist who lived in U.S. https://t.co/uq08akBsny https://t.co/tjh5qCnUvq
FoxNews,Wed Oct 17 19:29:03 +0000 2018,-0.6908,0.0,0.68,0.32,66,Turkish media report grisly details of Khashoggi's apparent murder https://t.co/chiTgqtQi7 https://t.co/dJke4bsz1V
FoxNews,Wed Oct 17 19:26:01 +0000 2018,0.0,0.0,1.0,0.0,67,Martha Stewart starts streaming service https://t.co/uVU2i0gBcJ
FoxNews,Wed Oct 17 19:16:51 +0000 2018,-0.2263,0.0,0.881,0.119,68,"Twitter's release of 10 million Russian, Iranian influence campaign tweets shows US vulnerability (via… https://t.co/b0IPFjwH92"
FoxNews,Wed Oct 17 19:07:27 +0000 2018,-0.4404,0.0,0.847,0.153,69,"An American flag hangs in a bedroom of a damaged home from Hurricane Michael in Mexico Beach, Florida. https://t.co/XpKoqznGF8"
FoxNews,Wed Oct 17 19:04:37 +0000 2018,0.0,0.0,1.0,0.0,70,Canada Now the Second Country in the World to Legalize Marijuana Nationally; @BryanLlenas reports https://t.co/Uh0xGEA9sq
FoxNews,Wed Oct 17 18:56:36 +0000 2018,0.0,0.0,1.0,0.0,71,Alan Greenspan: “The economy is now sagging a bit.” https://t.co/jvraL7NqF2
FoxNews,Wed Oct 17 18:54:55 +0000 2018,0.0,0.0,1.0,0.0,72,Alan Greenspan: “I think the Fed is doing just what it should be doing at this stage.” https://t.co/7F8C1xJYLS
FoxNews,Wed Oct 17 18:43:26 +0000 2018,0.7906,0.4,0.6,0.0,73,RT @FoxBusiness: The robust economy is good news for those looking for a holiday job https://t.co/XsGs7ACCV9
FoxNews,Wed Oct 17 18:43:19 +0000 2018,-0.2732,0.0,0.851,0.149,74,"RT @FoxBusiness: .@POTUS asks Cabinet members to slash budgets in 'nickel plan'
https://t.co/xuR1T4LyMM"
FoxNews,Wed Oct 17 18:30:15 +0000 2018,-0.3818,0.131,0.615,0.254,75,NASA astronaut describes dramatic escape from failed Soyuz rocket https://t.co/Ljv7OJDdK1
FoxNews,Wed Oct 17 18:24:02 +0000 2018,0.34,0.231,0.769,0.0,76,Colorado Rolls out New Election Security; @aacuna1 reports https://t.co/66M3Zv6aKt
FoxNews,Wed Oct 17 18:20:57 +0000 2018,0.0,0.0,1.0,0.0,77,".@BarackObama shoots down excuses, urges people to vote in midterm elections in new video https://t.co/wOsbNZgkcZ"
FoxNews,Wed Oct 17 18:11:39 +0000 2018,0.4767,0.134,0.866,0.0,78,"During a visit to the Royal Flying Doctor Service in Dubbo, Australia, Prince Harry was given a hug and had his bea… https://t.co/kUFYynWnBx"
FoxNews,Wed Oct 17 18:07:46 +0000 2018,-0.0951,0.133,0.707,0.16,79,"Pelosi boasts Dems could see 'tsunami' in midterms, despite party warnings https://t.co/3X8reVIFHK"
FoxNews,Wed Oct 17 18:00:02 +0000 2018,-0.765,0.0,0.72,0.28,80,"ICE forced to release illegal immigrants ‘out of the front door’ in Arizona amid space crunch, migrant surge https://t.co/xS6lbxOCYB"
FoxNews,Wed Oct 17 17:55:00 +0000 2018,-0.2732,0.0,0.877,0.123,81,.@RepSeanDuffy on @POTUS asking Cabinet secretaries to cut spending by 5 percent for fiscal year 2020… https://t.co/k7uwSXikrq
FoxNews,Wed Oct 17 17:50:00 +0000 2018,0.0,0.123,0.753,0.123,82,"Treasury employee charged with leaking financial info on Trump campaign officials, Russians https://t.co/E1VFunHTIT"
FoxNews,Wed Oct 17 17:45:00 +0000 2018,0.0,0.0,1.0,0.0,83,.@RepSeanDuffy: “There is so much room for us to reduce spending in the federal government.”… https://t.co/SeYiYId1vh
FoxNews,Wed Oct 17 17:39:47 +0000 2018,0.0,0.0,1.0,0.0,84,"Prince Harry and Meghan Markle, Duchess of Sussex, visit a local farming family in Dubbo, Australia. https://t.co/10a0U63qiz"
FoxNews,Wed Oct 17 17:35:00 +0000 2018,0.0,0.0,1.0,0.0,85,.@RepSeanDuffy: “An investigation is key.” https://t.co/lUicv3SZmU #OutnumberedOT https://t.co/fw2QpFHuqv
FoxNews,Wed Oct 17 17:31:22 +0000 2018,0.0,0.0,1.0,0.0,86,"Prince Harry and Meghan Markle, Duchess of Sussex, are embraced upon their arrival in Dubbo, Australia. https://t.co/jdGOG9IfFv"
FoxNews,Wed Oct 17 17:18:46 +0000 2018,0.0,0.0,1.0,0.0,87,.@POTUS: “Our military’s in the process of being fixed.” https://t.co/oX1btZv7qZ https://t.co/OX8hil5Rkt
FoxNews,Wed Oct 17 17:17:34 +0000 2018,-0.2732,0.0,0.905,0.095,88,.@POTUS: “I’m going to ask each of you to come back with a 5 percent budget cut from your various departments…I’m s… https://t.co/lZ2eQNuhf5
FoxNews,Wed Oct 17 17:15:00 +0000 2018,0.25,0.168,0.714,0.117,89,"Waffle House sends mobile truck to Panama City, gives free food to Hurricane Michael victims https://t.co/EFh31VX0J2"
FoxNews,Wed Oct 17 17:05:28 +0000 2018,-0.6486,0.0,0.675,0.325,90,"Missing Michigan girl found in semi-truck in Kentucky, man arrested, cops say https://t.co/dWsWsvKLQx"
FoxNews,Wed Oct 17 16:58:45 +0000 2018,0.296,0.155,0.845,0.0,91,"'Someone Has to Start Hitting Back': Conservative, Pro-Trump Comedians Launching 'Deplorables Tour' https://t.co/ma1idFLjko"
FoxNews,Wed Oct 17 16:54:22 +0000 2018,-0.2732,0.0,0.877,0.123,92,Trump to ask Cabinet secretaries to cut spending by 5 percent for fiscal year 2020 https://t.co/tc83jdXVg7 https://t.co/oKMLZ12T0R
FoxNews,Wed Oct 17 16:47:13 +0000 2018,0.0,0.0,1.0,0.0,93,"Trump: US seeking audio, video related to Khashoggi disappearance ‘if it exists’ https://t.co/U7zcFXQexf"
FoxNews,Wed Oct 17 16:45:09 +0000 2018,0.0,0.0,1.0,0.0,94,Jon Bon Jovi to headline two Norwegian cruises https://t.co/7zge9CWFLJ
FoxNews,Wed Oct 17 16:41:00 +0000 2018,0.34,0.118,0.882,0.0,95,"Separated by a security window, young visitors and a polar bear watch each other at the zoo in Gelsenkirchen, Germa… https://t.co/OmpX9iDX6S"
FoxNews,Wed Oct 17 16:36:00 +0000 2018,0.0,0.0,1.0,0.0,96,Nearly 50-pound ‘aggressive’ snapping turtle found in Virginia yard https://t.co/bjTGH7n5Bu
FoxNews,Wed Oct 17 16:28:53 +0000 2018,0.2057,0.102,0.898,0.0,97,".@KatiePavlich: ""Robert Mueller has to show that this wasn't a politically biased investigation, they did things fa… https://t.co/aGNelESkHG"
FoxNews,Wed Oct 17 16:22:18 +0000 2018,0.2235,0.146,0.854,0.0,98,"Honduras migrant caravan on the move despite warnings from #Trump, governments https://t.co/jbAJKbZQcZ"
FoxNews,Wed Oct 17 16:19:31 +0000 2018,-0.7096,0.0,0.734,0.266,99,".@MelissaAFrancis on Khashoggi: ""At this point, there is no way to ignore what happened. There is no way to stand b… https://t.co/bH8kuVSFq5"
FoxNews,Wed Oct 17 16:12:46 +0000 2018,-0.7003,0.0,0.734,0.266,100,"Heartbreaking video shows some of the devastation Hurricane Michael brought to Mexico Beach, Florida. The storm has… https://t.co/SoneHgU9ky"
nytimes,Thu Oct 18 00:25:01 +0000 2018,0.34,0.107,0.893,0.0,1,"Donald McGahn II, who on Wednesday left his role as White House counsel, had played a pivotal role in pushing throu… https://t.co/SdBnBzXwzD"
nytimes,Thu Oct 18 00:16:24 +0000 2018,0.5859,0.194,0.806,0.0,2,“I’m sure it was like bar life in a thousand other towns going on simultaneously. There was that one club where you… https://t.co/nNSZbLZvPt
nytimes,Thu Oct 18 00:12:11 +0000 2018,0.4404,0.112,0.888,0.0,3,The closing of the Stone Pony in 1998 had some wondering if it would be for good. But Domenic Santana saw an opport… https://t.co/A1bmYDRiTJ
nytimes,Thu Oct 18 00:09:41 +0000 2018,0.0,0.0,1.0,0.0,4,"Steven Nasar, of nearby Deal, New Jersey, bought the Stone Pony in bankruptcy court and reopened it a year later.… https://t.co/p8yan67cGl"
nytimes,Thu Oct 18 00:06:23 +0000 2018,-0.743,0.0,0.672,0.328,5,"Liability lawsuits forced Jack Roig and Butch Pielka to close the Stone Pony in September 1991. ""One lawsuit was be… https://t.co/aMPHq4irGK"
nytimes,Wed Oct 17 23:59:04 +0000 2018,0.765,0.297,0.703,0.0,6,"""It was just a local, friendly, convenient place that had a good feeling to it, and I suppose at that time it kept… https://t.co/xT4YhXkKv6"
nytimes,Wed Oct 17 23:53:20 +0000 2018,0.0,0.0,1.0,0.0,7,"""The local bands were the ones that kept the place going. We were able to open seven nights a week with music."" —Ja… https://t.co/Wmaf3HJwxw"
nytimes,Wed Oct 17 23:50:58 +0000 2018,0.0,0.0,1.0,0.0,8,"After many Sunday nights, and then Tuesday nights, and then Thursday nights, Stevie Van Zandt and Southside Johnny… https://t.co/jAG6xNLIzH"
nytimes,Wed Oct 17 23:45:43 +0000 2018,0.0,0.0,1.0,0.0,9,"""I strolled up to this closed spot, the Magic Touch. It was the future Pony,"" Jack Roig said. ""I looked in the door… https://t.co/BMhE00qdqq"
nytimes,Wed Oct 17 23:39:40 +0000 2018,0.0,0.0,1.0,0.0,10,RT @nytmike: NEW: McGahn officially out as White House counsel. Had goodbye meeting with Trump today. W/@maggienyt https://t.co/jty0Ydc601
